Job_Title,Skills,Education_Level,Preferred_Location,Experience
Cloud Engineer,"AWS, CI/CD, Monitoring, CloudFormation, Terraform, Azure",B.Tech,Chennai,6
Business Analyst,"Power BI, Documentation, SQL, Data Analysis, Stakeholder Communication, Process Modeling",B.Sc,Chennai,4
AI Researcher,"Data Generation, Natural Language Processing, Mathematical Modeling, Research Papers, Python, Computer Vision",M.Tech,Pune,8
Software Engineer,"Python, Data Structures, Agile, Java, Algorithms, System Design",B.Sc,Bangalore,2
Cloud Engineer,"Terraform, Docker, Linux, CloudFormation",B.Tech,Remote,3
HR Executive,"Interview Scheduling, Employee Relations, Attendance Management, HR Policies, Compliance, Onboarding",B.Sc,Delhi,8
Business Analyst,"Stakeholder Communication, SQL, Requirement Gathering, Documentation, Power BI, Tableau",B.Tech,Hyderabad,9
System Administrator,"Networking, Active Directory, DNS, Backup Management, Virtualization",B.Sc,Pune,0
System Administrator,"DNS, Backup Management, Active Directory, Shell Scripting, Linux, Firewall",M.Tech,Hyderabad,4
Technical Support Engineer,"Ticketing Systems, Hardware, Email Support, Customer Support, Windows OS, Documentation, Linux",M.Sc,Remote,8
HR Executive,"HRMS, Employee Relations, Exit Formalities, Attendance Management, Compliance, Recruitment, Payroll",M.Sc,Pune,0
IT Project Manager,"Agile, JIRA, Scrum, Project Planning, Team Management",MBA,Delhi,6
Technical Support Engineer,"Email Support, Linux, Networking, Troubleshooting",B.Tech,Bangalore,4
QA Engineer,"TestNG, Selenium, Automation Testing, Test Cases, Performance Testing",B.Tech,Bangalore,8
Technical Support Engineer,"Documentation, Networking, Hardware, Customer Support, Linux",B.Tech,Bangalore,3
AI Researcher,"Python, Computer Vision, Mathematical Modeling, PyTorch, Natural Language Processing, Research Papers",MBA,Bangalore,3
Data Analyst,"SQL, Data Modeling, Python, Dashboarding, Tableau, Data Cleaning, Excel",B.Tech,Hyderabad,7
IT Project Manager,"Agile, Client Communication, Team Management, Project Planning, Risk Management",B.Sc,Mumbai,8
Business Analyst,"Power BI, Requirement Gathering, Tableau, Documentation",B.Tech,Pune,6
Product Manager,"KPIs, Agile, Product Strategy, User Stories, Jira, Wireframing, A/B Testing",MBA,Hyderabad,8
Cloud Engineer,"Kubernetes, CI/CD, Linux, Docker, GCP",B.Tech,Bangalore,12
Full Stack Developer,"REST APIs, HTML, Express.js, Node.js, MongoDB",MCA,Hyderabad,7
Business Analyst,"Use Cases, Data Analysis, Requirement Gathering, SQL, Process Modeling",M.Sc,Remote,12
HR Executive,"Attendance Management, Onboarding, Recruitment, HRMS",MBA,Remote,1
Full Stack Developer,"JavaScript, Node.js, REST APIs, React",B.Tech,Remote,2
Software Engineer,"Python, SQL, Git, Algorithms, Agile, Debugging, Data Structures",MBA,Bangalore,4
Product Manager,"Stakeholder Management, Scrum, Roadmap Planning, A/B Testing, User Stories",B.Sc,Mumbai,7
Backend Developer,"Git, Express.js, MySQL, Java, MongoDB, REST APIs",B.Sc,Bangalore,11
Full Stack Developer,"Express.js, React, MongoDB, CSS, Git",MCA,Chennai,1
Backend Developer,"Spring Boot, Express.js, MongoDB, Git, Java, MySQL",B.Tech,Remote,3
Cybersecurity Analyst,"Ethical Hacking, Vulnerability Assessment, Kali Linux, Wireshark, Incident Response, Nmap",B.Tech,Bangalore,10
Cloud Engineer,"Kubernetes, CloudFormation, Terraform, AWS, Docker, GCP, Azure",B.Tech,Chennai,8
Data Analyst,"Pandas, Power BI, Data Cleaning, Python, Data Modeling, Statistics",MCA,Delhi,3
System Administrator,"Shell Scripting, Active Directory, Virtualization, DNS, Firewall, Windows Server",M.Sc,Chennai,12
Data Analyst,"Pandas, Data Cleaning, Dashboarding, Power BI, SQL, Data Modeling",B.Tech,Delhi,8
Business Analyst,"Data Analysis, SQL, Power BI, Use Cases, Documentation",B.Tech,Bangalore,9
Software Engineer,"Git, SQL, Debugging, OOP, Data Structures, System Design",B.Tech,Mumbai,8
Software Engineer,"OOP, Git, SQL, Debugging, Data Structures",M.Tech,Remote,12
Cybersecurity Analyst,"Risk Assessment, SIEM, Network Security, Firewalls, Incident Response, Nmap, Vulnerability Assessment",MCA,Pune,3
IT Project Manager,"Reporting, Timeline Tracking, JIRA, Agile",MCA,Mumbai,9
Cybersecurity Analyst,"Wireshark, Kali Linux, Network Security, Ethical Hacking, Firewalls, SIEM",M.Sc,Remote,3
Cloud Engineer,"Linux, Terraform, CloudFormation, Kubernetes",MCA,Bangalore,3
System Administrator,"Virtualization, Monitoring, Shell Scripting, Firewall",B.Tech,Delhi,4
Cybersecurity Analyst,"Kali Linux, Firewalls, Network Security, SIEM, Risk Assessment, Incident Response, Nmap",MBA,Chennai,0
Software Engineer,"SQL, Git, Algorithms, Debugging",B.Sc,Bangalore,12
Data Scientist,"NumPy, TensorFlow, Scikit-Learn, Statistics",MCA,Remote,0
IT Project Manager,"Project Planning, Team Management, Scrum, Budget Management, Agile, Client Communication, Risk Management",B.Sc,Bangalore,7
Technical Support Engineer,"Hardware, Ticketing Systems, Customer Support, Networking, Linux, Documentation",M.Sc,Hyderabad,11
IT Project Manager,"Scrum, Project Planning, Team Management, Agile, Client Communication, Budget Management",MCA,Delhi,3
Technical Support Engineer,"Email Support, Ticketing Systems, Hardware, Customer Support, Windows OS, Linux",MBA,Bangalore,11
Frontend Developer,"JavaScript, Next.js, Bootstrap, TypeScript, HTML, Tailwind CSS",MCA,Pune,4
DevOps Engineer,"Linux, Ansible, Monitoring, AWS, CI/CD",B.Sc,Bangalore,1
Business Analyst,"Power BI, Stakeholder Communication, Data Analysis, SQL, Documentation, Process Modeling, Excel",M.Tech,Remote,7
Technical Support Engineer,"Networking, Ticketing Systems, Hardware, Documentation, Customer Support, Email Support, Remote Support",M.Sc,Delhi,4
System Administrator,"Active Directory, Shell Scripting, Virtualization, Monitoring, Backup Management, Networking",M.Tech,Delhi,11
Business Analyst,"Stakeholder Communication, SQL, Data Analysis, Requirement Gathering, Documentation, Power BI, Tableau",M.Sc,Mumbai,6
HR Executive,"Recruitment, Exit Formalities, Attendance Management, Interview Scheduling, Employee Relations",B.Sc,Bangalore,12
Data Analyst,"Data Cleaning, Python, Data Modeling, Statistics, SQL",MBA,Hyderabad,11
Frontend Developer,"CSS, Redux, JavaScript, Responsive Design",B.Tech,Pune,2
Business Analyst,"Stakeholder Communication, Data Analysis, SQL, Tableau, Documentation, Process Modeling",M.Tech,Pune,0
DevOps Engineer,"Git, Linux, Monitoring, AWS, Ansible, Terraform",M.Tech,Remote,2
HR Executive,"Compliance, Exit Formalities, HR Policies, Attendance Management",M.Tech,Pune,6
Data Analyst,"SQL, Data Modeling, Data Cleaning, Python, Statistics, Dashboarding, Power BI",M.Sc,Remote,7
Full Stack Developer,"REST APIs, MongoDB, CSS, HTML, Node.js",MBA,Remote,3
Backend Developer,"MySQL, Docker, Java, AWS",B.Tech,Pune,9
Cybersecurity Analyst,"Vulnerability Assessment, Wireshark, Network Security, Incident Response, Kali Linux, Ethical Hacking, SIEM",MBA,Bangalore,2
Full Stack Developer,"Git, Docker, Express.js, REST APIs, CSS, Node.js",MBA,Mumbai,8
Business Analyst,"Data Analysis, Use Cases, Power BI, Process Modeling, SQL, Stakeholder Communication",B.Sc,Bangalore,4
QA Engineer,"Automation Testing, API Testing, JIRA, Bug Tracking, Selenium, Manual Testing, Performance Testing",M.Tech,Remote,9
System Administrator,"Windows Server, Shell Scripting, Active Directory, Networking, Monitoring, Backup Management, Virtualization",MCA,Delhi,7
Data Analyst,"Power BI, SQL, Excel, Tableau",MBA,Pune,3
Data Analyst,"Dashboarding, Statistics, Pandas, SQL, Tableau, Python, Excel",M.Sc,Remote,3
Product Manager,"A/B Testing, User Stories, Roadmap Planning, Stakeholder Management, KPIs, Jira",B.Tech,Mumbai,0
Business Analyst,"Requirement Gathering, Data Analysis, Process Modeling, Stakeholder Communication, Documentation, Tableau, Use Cases",B.Tech,Delhi,0
Machine Learning Engineer,"TensorFlow, Model Deployment, Keras, Deep Learning",MBA,Delhi,7
AI Researcher,"ML Frameworks, Research Papers, Python, Natural Language Processing, Deep Learning, TensorFlow, Computer Vision",B.Tech,Hyderabad,11
Cloud Engineer,"Monitoring, AWS, CloudFormation, GCP",B.Tech,Pune,1
UI/UX Designer,"Adobe XD, User Research, Sketch, Prototyping, Design Thinking",M.Tech,Chennai,5
DevOps Engineer,"Monitoring, Linux, Jenkins, Terraform",B.Sc,Bangalore,0
Business Analyst,"Tableau, Data Analysis, Excel, Requirement Gathering, SQL, Documentation",B.Sc,Hyderabad,7
Database Administrator,"Backup & Recovery, MySQL, Performance Tuning, SQL Queries",MCA,Remote,0
IT Project Manager,"JIRA, Budget Management, Client Communication, Agile, Risk Management, Reporting, Team Management",M.Tech,Hyderabad,3
System Administrator,"Firewall, Linux, DNS, Shell Scripting, Windows Server, Virtualization",M.Sc,Pune,11
Full Stack Developer,"MongoDB, Docker, REST APIs, Node.js, JavaScript, CSS, Express.js",B.Sc,Hyderabad,6
Cybersecurity Analyst,"Kali Linux, Risk Assessment, SIEM, Network Security",MCA,Pune,6
Product Manager,"Roadmap Planning, A/B Testing, Wireframing, User Stories, Stakeholder Management",M.Tech,Delhi,10
Full Stack Developer,"Docker, Git, Express.js, CSS",MBA,Mumbai,0
QA Engineer,"Performance Testing, Regression Testing, JIRA, API Testing",MCA,Chennai,12
IT Project Manager,"Budget Management, Client Communication, Scrum, Reporting, Timeline Tracking, Agile",MBA,Remote,9
Software Engineer,"SQL, Data Structures, OOP, Debugging, System Design, Git",MCA,Hyderabad,8
Data Analyst,"Statistics, SQL, Dashboarding, Power BI, Pandas",B.Sc,Hyderabad,1
Frontend Developer,"TypeScript, Responsive Design, Tailwind CSS, JavaScript, CSS, Next.js",MCA,Bangalore,4
QA Engineer,"Performance Testing, Selenium, Bug Tracking, JIRA, TestNG",MBA,Bangalore,10
Data Analyst,"Excel, Data Cleaning, Statistics, SQL, Python, Data Modeling",MCA,Pune,11
Business Analyst,"Documentation, Use Cases, Data Analysis, Process Modeling, Stakeholder Communication, Excel, Power BI",MBA,Chennai,11
Backend Developer,"Java, Docker, Express.js, REST APIs, Spring Boot",M.Sc,Pune,2
HR Executive,"HR Policies, HRMS, Exit Formalities, Attendance Management",M.Tech,Mumbai,8
Software Engineer,"Git, Algorithms, System Design, Java, Debugging, Python",M.Sc,Remote,2
Database Administrator,"Replication, Monitoring, Oracle, MySQL, Database Security, Backup & Recovery, SQL Queries",B.Sc,Pune,5
Full Stack Developer,"React, MongoDB, Git, Docker, Express.js, Node.js, CSS",MCA,Delhi,3
Machine Learning Engineer,"Keras, Scikit-Learn, Pandas, Python, ML Algorithms",MCA,Chennai,0
Frontend Developer,"TypeScript, HTML, Responsive Design, Next.js, CSS, Redux, React",M.Sc,Chennai,7
Data Analyst,"Pandas, Tableau, Power BI, Python, Statistics",B.Sc,Hyderabad,9
IT Project Manager,"Budget Management, Project Planning, Reporting, Risk Management",M.Tech,Bangalore,0
Software Engineer,"SQL, Python, Debugging, Java, Data Structures",B.Sc,Delhi,10
Full Stack Developer,"MongoDB, Node.js, JavaScript, CSS, REST APIs, Git, Express.js",M.Sc,Delhi,6
Technical Support Engineer,"Email Support, Windows OS, Documentation, Hardware, Troubleshooting, Networking, Remote Support",MBA,Delhi,6
Cloud Engineer,"GCP, Monitoring, CloudFormation, AWS, Kubernetes, Terraform, Linux",M.Tech,Remote,6
Cybersecurity Analyst,"Vulnerability Assessment, Wireshark, SIEM, Incident Response, Nmap",M.Tech,Delhi,12
HR Executive,"Onboarding, Exit Formalities, Payroll, HRMS, Recruitment",M.Tech,Remote,3
IT Project Manager,"Project Planning, Scrum, Client Communication, Risk Management, Reporting, Timeline Tracking",B.Tech,Chennai,9
Business Analyst,"Stakeholder Communication, Power BI, SQL, Documentation, Process Modeling, Use Cases, Data Analysis",MCA,Pune,9
AI Researcher,"Data Generation, Python, TensorFlow, Deep Learning, ML Frameworks",MBA,Pune,7
UI/UX Designer,"HTML, Figma, Sketch, Responsive Design, CSS",MBA,Hyderabad,9
QA Engineer,"API Testing, Selenium, Test Cases, TestNG, Automation Testing, Manual Testing, Performance Testing",M.Tech,Chennai,6
Software Engineer,"Java, System Design, SQL, Algorithms, Data Structures, Python, Git",MCA,Remote,4
IT Project Manager,"JIRA, Reporting, Agile, Team Management, Risk Management",MBA,Mumbai,8
Technical Support Engineer,"Windows OS, Email Support, Linux, Customer Support, Troubleshooting",B.Sc,Chennai,2
Cloud Engineer,"GCP, CloudFormation, Azure, Monitoring",MBA,Pune,0
Database Administrator,"Indexing, Monitoring, SQL Queries, Backup & Recovery, Performance Tuning, PostgreSQL, Oracle",MCA,Bangalore,1
Data Analyst,"Python, Power BI, Tableau, Statistics, Pandas",M.Sc,Pune,3
System Administrator,"Shell Scripting, Windows Server, Monitoring, Linux, Virtualization, Networking",MBA,Hyderabad,0
Frontend Developer,"TypeScript, Tailwind CSS, Next.js, HTML, React, Redux",B.Tech,Chennai,1
AI Researcher,"Natural Language Processing, Data Generation, Research Papers, Computer Vision",MBA,Delhi,2
Cybersecurity Analyst,"Network Security, Nmap, SIEM, Ethical Hacking, Firewalls, Risk Assessment, Incident Response",M.Sc,Bangalore,0
System Administrator,"Active Directory, Backup Management, Linux, DNS",MCA,Hyderabad,5
Frontend Developer,"Redux, JavaScript, Responsive Design, Next.js, Tailwind CSS",B.Sc,Pune,2
Product Manager,"Scrum, Wireframing, Stakeholder Management, Product Strategy, KPIs, User Stories",M.Tech,Remote,11
Database Administrator,"MySQL, Oracle, PostgreSQL, Replication, Performance Tuning, Monitoring",MBA,Bangalore,2
System Administrator,"Virtualization, Backup Management, Networking, Monitoring, Active Directory, Firewall",B.Tech,Pune,3
AI Researcher,"Data Generation, ML Frameworks, Mathematical Modeling, Natural Language Processing, Research Papers, PyTorch, Python",M.Sc,Delhi,10
Machine Learning Engineer,"Keras, Scikit-Learn, Model Deployment, TensorFlow, Deep Learning",B.Tech,Chennai,5
Database Administrator,"Replication, SQL Queries, Indexing, MySQL, Monitoring, PostgreSQL, Database Security",B.Tech,Delhi,5
Software Engineer,"Agile, Debugging, Python, System Design",B.Sc,Mumbai,8
Technical Support Engineer,"Troubleshooting, Documentation, Email Support, Customer Support, Windows OS",B.Sc,Pune,6
QA Engineer,"Performance Testing, Selenium, JIRA, TestNG, Bug Tracking, API Testing, Test Cases",B.Sc,Bangalore,10
Technical Support Engineer,"Linux, Hardware, Networking, Windows OS",B.Sc,Hyderabad,9
IT Project Manager,"Agile, Timeline Tracking, Risk Management, Scrum, Client Communication, Team Management, Project Planning",MBA,Mumbai,3
Frontend Developer,"JavaScript, Next.js, Bootstrap, React",M.Sc,Delhi,4
Database Administrator,"Backup & Recovery, MySQL, Indexing, Oracle, SQL Queries",B.Sc,Hyderabad,6
Frontend Developer,"JavaScript, Next.js, TypeScript, HTML",M.Tech,Delhi,9
Product Manager,"Agile, A/B Testing, KPIs, Stakeholder Management, Product Strategy, Roadmap Planning",M.Tech,Chennai,5
HR Executive,"HRMS, HR Policies, Onboarding, Payroll",B.Tech,Remote,1
Machine Learning Engineer,"Keras, AWS, Deep Learning, PyTorch, Model Deployment, Python, Pandas",B.Tech,Bangalore,10
Cybersecurity Analyst,"Ethical Hacking, Vulnerability Assessment, Firewalls, Kali Linux, Nmap, SIEM, Network Security",M.Sc,Delhi,11
Database Administrator,"Oracle, SQL Queries, Indexing, Replication, PostgreSQL",M.Tech,Bangalore,5
Backend Developer,"MySQL, MongoDB, Java, AWS, Node.js, Git",M.Sc,Mumbai,3
AI Researcher,"Mathematical Modeling, Data Generation, PyTorch, Research Papers, Deep Learning, ML Frameworks",M.Tech,Delhi,10
Software Engineer,"Java, SQL, System Design, Python, Agile",B.Sc,Pune,4
Product Manager,"Wireframing, Stakeholder Management, Agile, Product Strategy",MCA,Mumbai,5
Database Administrator,"Performance Tuning, Database Security, Backup & Recovery, Replication, PostgreSQL, Indexing",MBA,Chennai,1
Backend Developer,"Spring Boot, Docker, Express.js, MongoDB, Git",M.Sc,Hyderabad,6
Software Engineer,"Algorithms, Java, Debugging, SQL, Git, Python",MBA,Hyderabad,0
DevOps Engineer,"Git, Linux, Jenkins, CI/CD",B.Tech,Bangalore,9
Software Engineer,"Java, OOP, Debugging, Agile, Algorithms, Git, Data Structures",M.Tech,Delhi,5
Database Administrator,"Indexing, Backup & Recovery, SQL Queries, Replication",B.Tech,Bangalore,12
Backend Developer,"Spring Boot, MySQL, Git, Node.js, MongoDB, Docker",B.Sc,Bangalore,4
Cybersecurity Analyst,"SIEM, Network Security, Kali Linux, Ethical Hacking, Vulnerability Assessment, Incident Response",M.Tech,Remote,4
Frontend Developer,"TypeScript, Next.js, Responsive Design, JavaScript, Tailwind CSS, CSS, HTML",B.Tech,Hyderabad,4
Data Scientist,"Pandas, NumPy, Deep Learning, Data Visualization",M.Sc,Pune,6
Full Stack Developer,"Node.js, React, CSS, Express.js, Git, JavaScript",MBA,Bangalore,10
Business Analyst,"Excel, Documentation, SQL, Stakeholder Communication, Requirement Gathering",M.Sc,Bangalore,11
DevOps Engineer,"Docker, CI/CD, AWS, Kubernetes, Ansible",B.Sc,Hyderabad,7
Data Analyst,"Data Cleaning, Excel, Dashboarding, Python, SQL, Data Modeling",M.Tech,Pune,2
Software Engineer,"System Design, Debugging, Java, Python",M.Sc,Chennai,4
Product Manager,"Jira, KPIs, Product Strategy, Scrum, User Stories, Agile",MBA,Bangalore,8
Software Engineer,"Java, Git, OOP, Algorithms, System Design, Debugging, Python",B.Sc,Bangalore,2
Machine Learning Engineer,"Deep Learning, TensorFlow, ML Algorithms, Python, Model Deployment, PyTorch",B.Sc,Bangalore,8
Database Administrator,"MySQL, SQL Queries, Oracle, Backup & Recovery",M.Sc,Chennai,7
Data Scientist,"NumPy, Data Visualization, Matplotlib, SQL, Scikit-Learn, Statistics, Python",M.Tech,Hyderabad,0
Frontend Developer,"TypeScript, JavaScript, Next.js, Tailwind CSS",B.Sc,Chennai,7
Business Analyst,"Documentation, Excel, Process Modeling, Data Analysis, Tableau, Use Cases",M.Sc,Bangalore,8
Cloud Engineer,"AWS, GCP, CloudFormation, Linux, Terraform, Monitoring, Kubernetes",MCA,Mumbai,7
Software Engineer,"Git, System Design, OOP, SQL, Agile, Java",B.Sc,Mumbai,2
Cloud Engineer,"CloudFormation, Terraform, Docker, Kubernetes, CI/CD, GCP",MCA,Bangalore,2
Cybersecurity Analyst,"Wireshark, Vulnerability Assessment, Ethical Hacking, Firewalls, Nmap, Network Security",B.Tech,Chennai,10
AI Researcher,"Data Generation, TensorFlow, PyTorch, Computer Vision, Natural Language Processing, ML Frameworks",MBA,Chennai,8
Database Administrator,"Indexing, PostgreSQL, MySQL, Monitoring, Performance Tuning, Replication, SQL Queries",B.Tech,Remote,5
Cybersecurity Analyst,"Network Security, Ethical Hacking, Vulnerability Assessment, Wireshark, Nmap, Kali Linux, SIEM",M.Sc,Hyderabad,5
Full Stack Developer,"MongoDB, Node.js, React, JavaScript, Git",B.Tech,Mumbai,11
Data Analyst,"Pandas, Excel, Statistics, Tableau",M.Tech,Delhi,1
UI/UX Designer,"Adobe XD, Responsive Design, User Research, Design Thinking, HTML, Sketch",B.Tech,Mumbai,0
IT Project Manager,"Risk Management, Client Communication, JIRA, Agile",M.Sc,Pune,7
AI Researcher,"PyTorch, Deep Learning, Data Generation, TensorFlow",M.Sc,Delhi,5
IT Project Manager,"Agile, Project Planning, Scrum, Team Management, Budget Management, Timeline Tracking, Reporting",M.Tech,Delhi,8
Frontend Developer,"React, JavaScript, HTML, CSS, Redux, Next.js",MBA,Hyderabad,10
Full Stack Developer,"JavaScript, HTML, MongoDB, Express.js, CSS, Node.js",MCA,Delhi,1
Data Analyst,"Python, Statistics, Excel, Dashboarding, Data Cleaning",B.Tech,Pune,1
Product Manager,"Scrum, Roadmap Planning, Product Strategy, Stakeholder Management, Agile, A/B Testing, KPIs",B.Sc,Chennai,11
DevOps Engineer,"Monitoring, AWS, Git, Jenkins, Linux, Docker",M.Sc,Hyderabad,3
Data Analyst,"Excel, Data Cleaning, Dashboarding, Pandas, Power BI",B.Tech,Chennai,8
Data Analyst,"Python, Data Modeling, Power BI, Tableau",MCA,Remote,11
Cloud Engineer,"Docker, AWS, GCP, CloudFormation",MCA,Hyderabad,2
Cybersecurity Analyst,"Incident Response, Risk Assessment, Nmap, Kali Linux, Firewalls",B.Tech,Remote,11
DevOps Engineer,"Monitoring, AWS, Linux, Jenkins, Git, Kubernetes, Docker",B.Sc,Mumbai,5
Technical Support Engineer,"Remote Support, Windows OS, Troubleshooting, Documentation, Networking, Linux, Customer Support",MCA,Remote,11
Cloud Engineer,"Kubernetes, AWS, CloudFormation, Terraform",M.Tech,Mumbai,4
QA Engineer,"API Testing, Regression Testing, JIRA, Automation Testing, TestNG",B.Sc,Remote,9
Product Manager,"Agile, KPIs, Product Strategy, Scrum",MCA,Chennai,4
Data Analyst,"Pandas, Statistics, Python, Dashboarding, Tableau, Data Modeling, Power BI",B.Sc,Pune,4
Backend Developer,"MongoDB, Node.js, Git, REST APIs, Spring Boot, Express.js",M.Tech,Bangalore,1
Data Analyst,"Data Cleaning, Statistics, Pandas, Data Modeling, Tableau",B.Sc,Delhi,12
DevOps Engineer,"AWS, Ansible, Terraform, Kubernetes, Jenkins, Docker, Git",B.Sc,Hyderabad,8
Full Stack Developer,"React, JavaScript, CSS, REST APIs, MongoDB, Express.js",B.Tech,Chennai,11
DevOps Engineer,"Jenkins, Terraform, CI/CD, Ansible, Docker, Monitoring",B.Sc,Hyderabad,8
Data Scientist,"Matplotlib, Data Visualization, Scikit-Learn, Deep Learning",M.Tech,Delhi,7
System Administrator,"Linux, Active Directory, Windows Server, Shell Scripting, Firewall",B.Sc,Pune,3
Product Manager,"Jira, Product Strategy, Agile, Wireframing, KPIs, Roadmap Planning",MCA,Delhi,6
UI/UX Designer,"Design Thinking, Sketch, Adobe XD, Responsive Design, Figma, Wireframes",MCA,Remote,1
Business Analyst,"Requirement Gathering, Power BI, Documentation, Data Analysis, Use Cases, SQL",MCA,Mumbai,12
Product Manager,"Stakeholder Management, Product Strategy, Scrum, Roadmap Planning, Jira",MCA,Remote,11
Database Administrator,"MySQL, Oracle, Database Security, Indexing",M.Sc,Bangalore,0
Frontend Developer,"Bootstrap, CSS, Tailwind CSS, Redux, Next.js, Responsive Design",M.Tech,Mumbai,0
Business Analyst,"Requirement Gathering, Stakeholder Communication, Process Modeling, Use Cases, Power BI, Tableau",B.Tech,Hyderabad,8
Cloud Engineer,"CI/CD, Monitoring, Kubernetes, Linux, CloudFormation",M.Tech,Hyderabad,6
DevOps Engineer,"Terraform, Docker, CI/CD, Ansible",B.Tech,Remote,7
Frontend Developer,"Next.js, React, HTML, Responsive Design, TypeScript, Redux, Tailwind CSS",M.Tech,Mumbai,1
QA Engineer,"JIRA, Selenium, Automation Testing, Test Cases",MCA,Bangalore,9
Technical Support Engineer,"Email Support, Remote Support, Linux, Hardware, Networking, Troubleshooting",M.Tech,Pune,2
QA Engineer,"Performance Testing, Regression Testing, TestNG, JIRA, Bug Tracking",MCA,Pune,10
Business Analyst,"Power BI, Documentation, Stakeholder Communication, Use Cases",MBA,Hyderabad,10
Data Scientist,"Scikit-Learn, Statistics, Data Visualization, Matplotlib, Deep Learning",MCA,Mumbai,0
System Administrator,"Networking, Monitoring, Linux, Backup Management, DNS, Windows Server",B.Tech,Hyderabad,2
Database Administrator,"Indexing, SQL Queries, Database Security, Backup & Recovery, Monitoring, Performance Tuning, Replication",MBA,Delhi,7
Data Scientist,"Python, Pandas, TensorFlow, NumPy, SQL, Statistics",MBA,Pune,5
Machine Learning Engineer,"AWS, PyTorch, Scikit-Learn, ML Algorithms, Model Deployment",MBA,Chennai,4
Data Analyst,"Python, Dashboarding, Tableau, Excel",B.Sc,Bangalore,3
QA Engineer,"API Testing, Automation Testing, Bug Tracking, TestNG, Regression Testing, JIRA",B.Sc,Delhi,11
Database Administrator,"PostgreSQL, Indexing, MySQL, Replication, SQL Queries, Oracle, Monitoring",B.Tech,Remote,12
Backend Developer,"Git, REST APIs, Spring Boot, MongoDB, Docker, Express.js, Java",M.Tech,Mumbai,10
AI Researcher,"Research Papers, PyTorch, TensorFlow, Mathematical Modeling, ML Frameworks",B.Sc,Mumbai,1
System Administrator,"Linux, Networking, Firewall, Active Directory",MCA,Pune,8
Business Analyst,"Requirement Gathering, Data Analysis, SQL, Use Cases, Process Modeling, Power BI, Stakeholder Communication",B.Sc,Pune,0
Frontend Developer,"Redux, HTML, TypeScript, Bootstrap",B.Tech,Pune,6
Product Manager,"Agile, Wireframing, Stakeholder Management, User Stories, Product Strategy",B.Tech,Chennai,8
Software Engineer,"Algorithms, SQL, System Design, OOP, Git, Java, Agile",M.Sc,Hyderabad,1
QA Engineer,"TestNG, API Testing, Regression Testing, Performance Testing, Test Cases",M.Sc,Mumbai,0
Full Stack Developer,"Git, JavaScript, CSS, Express.js",MBA,Mumbai,0
Data Analyst,"Excel, Tableau, Python, Dashboarding",M.Tech,Chennai,4
Frontend Developer,"React, TypeScript, CSS, Redux, JavaScript",MCA,Remote,5
HR Executive,"Interview Scheduling, Recruitment, Employee Relations, Compliance, Attendance Management, HRMS",B.Tech,Mumbai,8
AI Researcher,"Computer Vision, Data Generation, PyTorch, Deep Learning, TensorFlow",M.Tech,Remote,10
QA Engineer,"Automation Testing, JIRA, Test Cases, Manual Testing, API Testing",M.Tech,Chennai,10
Full Stack Developer,"MongoDB, Git, CSS, Express.js, Node.js, REST APIs, JavaScript",B.Sc,Hyderabad,4
Database Administrator,"PostgreSQL, Oracle, Replication, Database Security, SQL Queries",MCA,Mumbai,9
Cybersecurity Analyst,"Incident Response, Firewalls, Ethical Hacking, Nmap, Network Security, Wireshark, Kali Linux",M.Tech,Bangalore,12
DevOps Engineer,"Ansible, Docker, CI/CD, Terraform, Jenkins, Git",MBA,Hyderabad,8
Data Scientist,"TensorFlow, Pandas, Scikit-Learn, Statistics",M.Tech,Bangalore,8
Product Manager,"Wireframing, Product Strategy, Agile, A/B Testing",B.Tech,Mumbai,7
Cybersecurity Analyst,"Risk Assessment, Firewalls, Incident Response, Network Security, SIEM",MCA,Delhi,12
Cybersecurity Analyst,"Incident Response, Vulnerability Assessment, Kali Linux, Ethical Hacking",B.Tech,Chennai,11
QA Engineer,"Regression Testing, Test Cases, Manual Testing, API Testing",B.Sc,Mumbai,1
AI Researcher,"Research Papers, Data Generation, Mathematical Modeling, TensorFlow, Python, PyTorch, Computer Vision",M.Sc,Chennai,8
Cloud Engineer,"Kubernetes, GCP, Monitoring, AWS",MCA,Mumbai,3
UI/UX Designer,"Prototyping, Design Thinking, User Research, HTML, Adobe XD, Figma",M.Sc,Mumbai,1
AI Researcher,"Deep Learning, Research Papers, Data Generation, Python, ML Frameworks, Computer Vision",M.Sc,Chennai,6
Technical Support Engineer,"Windows OS, Remote Support, Ticketing Systems, Hardware",B.Tech,Delhi,1
Product Manager,"Stakeholder Management, KPIs, User Stories, Product Strategy",B.Sc,Hyderabad,1
Product Manager,"A/B Testing, Agile, User Stories, Stakeholder Management",M.Sc,Mumbai,1
Cybersecurity Analyst,"Incident Response, Firewalls, Vulnerability Assessment, Kali Linux, Risk Assessment, Network Security",B.Tech,Chennai,12
Database Administrator,"SQL Queries, MySQL, Oracle, Replication, PostgreSQL, Monitoring",B.Tech,Chennai,5
Cybersecurity Analyst,"Network Security, Incident Response, Firewalls, SIEM, Wireshark, Risk Assessment, Ethical Hacking",M.Tech,Delhi,11
Database Administrator,"MySQL, Oracle, Backup & Recovery, Indexing",MCA,Bangalore,6
Data Analyst,"Power BI, Data Modeling, Statistics, Dashboarding, SQL, Pandas, Data Cleaning",M.Sc,Delhi,10
